flnatureza;dsdocumento;nmprimeiro;nmsegundo;dscep;dsuf;nmcidade;nmlogradouro;dscomplemento
15831;15831A;TestePrim15831;TesteSeg15831;29141039;ES;Caricacica;Rua seis;15831
15832;15832A;TestePrim15832;TesteSeg15832;29141039;ES;Caricacica;Rua seis;15832
15833;15833A;TestePrim15833;TesteSeg15833;29141039;ES;Caricacica;Rua seis;15833
15834;15834A;TestePrim15834;TesteSeg15834;29141039;ES;Caricacica;Rua seis;15834
15835;15835A;TestePrim15835;TesteSeg15835;29141039;ES;Caricacica;Rua seis;15835
15836;15836A;TestePrim15836;TesteSeg15836;29141039;ES;Caricacica;Rua seis;15836
15837;15837A;TestePrim15837;TesteSeg15837;29141039;ES;Caricacica;Rua seis;15837
15838;15838A;TestePrim15838;TesteSeg15838;29141039;ES;Caricacica;Rua seis;15838
15839;15839A;TestePrim15839;TesteSeg15839;29141039;ES;Caricacica;Rua seis;15839
15840;15840A;TestePrim15840;TesteSeg15840;29141039;ES;Caricacica;Rua seis;15840
15841;15841A;TestePrim15841;TesteSeg15841;29141039;ES;Caricacica;Rua seis;15841
15842;15842A;TestePrim15842;TesteSeg15842;29141039;ES;Caricacica;Rua seis;15842
15843;15843A;TestePrim15843;TesteSeg15843;29141039;ES;Caricacica;Rua seis;15843
15844;15844A;TestePrim15844;TesteSeg15844;29141039;ES;Caricacica;Rua seis;15844
15845;15845A;TestePrim15845;TesteSeg15845;29141039;ES;Caricacica;Rua seis;15845
15846;15846A;TestePrim15846;TesteSeg15846;29141039;ES;Caricacica;Rua seis;15846
15847;15847A;TestePrim15847;TesteSeg15847;29141039;ES;Caricacica;Rua seis;15847
15848;15848A;TestePrim15848;TesteSeg15848;29141039;ES;Caricacica;Rua seis;15848
15849;15849A;TestePrim15849;TesteSeg15849;29141039;ES;Caricacica;Rua seis;15849
15850;15850A;TestePrim15850;TesteSeg15850;29141039;ES;Caricacica;Rua seis;15850
15851;15851A;TestePrim15851;TesteSeg15851;29141039;ES;Caricacica;Rua seis;15851
15852;15852A;TestePrim15852;TesteSeg15852;29141039;ES;Caricacica;Rua seis;15852
15853;15853A;TestePrim15853;TesteSeg15853;29141039;ES;Caricacica;Rua seis;15853
15854;15854A;TestePrim15854;TesteSeg15854;29141039;ES;Caricacica;Rua seis;15854
15855;15855A;TestePrim15855;TesteSeg15855;29141039;ES;Caricacica;Rua seis;15855
15856;15856A;TestePrim15856;TesteSeg15856;29141039;ES;Caricacica;Rua seis;15856
15857;15857A;TestePrim15857;TesteSeg15857;29141039;ES;Caricacica;Rua seis;15857
15858;15858A;TestePrim15858;TesteSeg15858;29141039;ES;Caricacica;Rua seis;15858
15859;15859A;TestePrim15859;TesteSeg15859;29141039;ES;Caricacica;Rua seis;15859
15860;15860A;TestePrim15860;TesteSeg15860;29141039;ES;Caricacica;Rua seis;15860
15861;15861A;TestePrim15861;TesteSeg15861;29141039;ES;Caricacica;Rua seis;15861
15862;15862A;TestePrim15862;TesteSeg15862;29141039;ES;Caricacica;Rua seis;15862
15863;15863A;TestePrim15863;TesteSeg15863;29141039;ES;Caricacica;Rua seis;15863
15864;15864A;TestePrim15864;TesteSeg15864;29141039;ES;Caricacica;Rua seis;15864
15865;15865A;TestePrim15865;TesteSeg15865;29141039;ES;Caricacica;Rua seis;15865
15866;15866A;TestePrim15866;TesteSeg15866;29141039;ES;Caricacica;Rua seis;15866
15867;15867A;TestePrim15867;TesteSeg15867;29141039;ES;Caricacica;Rua seis;15867
15868;15868A;TestePrim15868;TesteSeg15868;29141039;ES;Caricacica;Rua seis;15868
15869;15869A;TestePrim15869;TesteSeg15869;29141039;ES;Caricacica;Rua seis;15869
15870;15870A;TestePrim15870;TesteSeg15870;29141039;ES;Caricacica;Rua seis;15870
15871;15871A;TestePrim15871;TesteSeg15871;29141039;ES;Caricacica;Rua seis;15871
15872;15872A;TestePrim15872;TesteSeg15872;29141039;ES;Caricacica;Rua seis;15872
15873;15873A;TestePrim15873;TesteSeg15873;29141039;ES;Caricacica;Rua seis;15873
15874;15874A;TestePrim15874;TesteSeg15874;29141039;ES;Caricacica;Rua seis;15874
15875;15875A;TestePrim15875;TesteSeg15875;29141039;ES;Caricacica;Rua seis;15875
15876;15876A;TestePrim15876;TesteSeg15876;29141039;ES;Caricacica;Rua seis;15876
15877;15877A;TestePrim15877;TesteSeg15877;29141039;ES;Caricacica;Rua seis;15877
15878;15878A;TestePrim15878;TesteSeg15878;29141039;ES;Caricacica;Rua seis;15878
15879;15879A;TestePrim15879;TesteSeg15879;29141039;ES;Caricacica;Rua seis;15879
15880;15880A;TestePrim15880;TesteSeg15880;29141039;ES;Caricacica;Rua seis;15880
15881;15881A;TestePrim15881;TesteSeg15881;29141039;ES;Caricacica;Rua seis;15881
15882;15882A;TestePrim15882;TesteSeg15882;29141039;ES;Caricacica;Rua seis;15882
15883;15883A;TestePrim15883;TesteSeg15883;29141039;ES;Caricacica;Rua seis;15883
15884;15884A;TestePrim15884;TesteSeg15884;29141039;ES;Caricacica;Rua seis;15884
15885;15885A;TestePrim15885;TesteSeg15885;29141039;ES;Caricacica;Rua seis;15885
15886;15886A;TestePrim15886;TesteSeg15886;29141039;ES;Caricacica;Rua seis;15886
15887;15887A;TestePrim15887;TesteSeg15887;29141039;ES;Caricacica;Rua seis;15887
15888;15888A;TestePrim15888;TesteSeg15888;29141039;ES;Caricacica;Rua seis;15888
15889;15889A;TestePrim15889;TesteSeg15889;29141039;ES;Caricacica;Rua seis;15889
15890;15890A;TestePrim15890;TesteSeg15890;29141039;ES;Caricacica;Rua seis;15890
15891;15891A;TestePrim15891;TesteSeg15891;29141039;ES;Caricacica;Rua seis;15891
15892;15892A;TestePrim15892;TesteSeg15892;29141039;ES;Caricacica;Rua seis;15892
15893;15893A;TestePrim15893;TesteSeg15893;29141039;ES;Caricacica;Rua seis;15893
15894;15894A;TestePrim15894;TesteSeg15894;29141039;ES;Caricacica;Rua seis;15894
15895;15895A;TestePrim15895;TesteSeg15895;29141039;ES;Caricacica;Rua seis;15895
15896;15896A;TestePrim15896;TesteSeg15896;29141039;ES;Caricacica;Rua seis;15896
15897;15897A;TestePrim15897;TesteSeg15897;29141039;ES;Caricacica;Rua seis;15897
15898;15898A;TestePrim15898;TesteSeg15898;29141039;ES;Caricacica;Rua seis;15898
15899;15899A;TestePrim15899;TesteSeg15899;29141039;ES;Caricacica;Rua seis;15899
15900;15900A;TestePrim15900;TesteSeg15900;29141039;ES;Caricacica;Rua seis;15900
15901;15901A;TestePrim15901;TesteSeg15901;29141039;ES;Caricacica;Rua seis;15901
15902;15902A;TestePrim15902;TesteSeg15902;29141039;ES;Caricacica;Rua seis;15902
15903;15903A;TestePrim15903;TesteSeg15903;29141039;ES;Caricacica;Rua seis;15903
15904;15904A;TestePrim15904;TesteSeg15904;29141039;ES;Caricacica;Rua seis;15904
15905;15905A;TestePrim15905;TesteSeg15905;29141039;ES;Caricacica;Rua seis;15905
15906;15906A;TestePrim15906;TesteSeg15906;29141039;ES;Caricacica;Rua seis;15906
15907;15907A;TestePrim15907;TesteSeg15907;29141039;ES;Caricacica;Rua seis;15907
15908;15908A;TestePrim15908;TesteSeg15908;29141039;ES;Caricacica;Rua seis;15908
15909;15909A;TestePrim15909;TesteSeg15909;29141039;ES;Caricacica;Rua seis;15909
15910;15910A;TestePrim15910;TesteSeg15910;29141039;ES;Caricacica;Rua seis;15910
15911;15911A;TestePrim15911;TesteSeg15911;29141039;ES;Caricacica;Rua seis;15911
15912;15912A;TestePrim15912;TesteSeg15912;29141039;ES;Caricacica;Rua seis;15912
15913;15913A;TestePrim15913;TesteSeg15913;29141039;ES;Caricacica;Rua seis;15913
15914;15914A;TestePrim15914;TesteSeg15914;29141039;ES;Caricacica;Rua seis;15914
15915;15915A;TestePrim15915;TesteSeg15915;29141039;ES;Caricacica;Rua seis;15915
15916;15916A;TestePrim15916;TesteSeg15916;29141039;ES;Caricacica;Rua seis;15916
15917;15917A;TestePrim15917;TesteSeg15917;29141039;ES;Caricacica;Rua seis;15917
15918;15918A;TestePrim15918;TesteSeg15918;29141039;ES;Caricacica;Rua seis;15918
15919;15919A;TestePrim15919;TesteSeg15919;29141039;ES;Caricacica;Rua seis;15919
15920;15920A;TestePrim15920;TesteSeg15920;29141039;ES;Caricacica;Rua seis;15920
15921;15921A;TestePrim15921;TesteSeg15921;29141039;ES;Caricacica;Rua seis;15921
15922;15922A;TestePrim15922;TesteSeg15922;29141039;ES;Caricacica;Rua seis;15922
15923;15923A;TestePrim15923;TesteSeg15923;29141039;ES;Caricacica;Rua seis;15923
15924;15924A;TestePrim15924;TesteSeg15924;29141039;ES;Caricacica;Rua seis;15924
15925;15925A;TestePrim15925;TesteSeg15925;29141039;ES;Caricacica;Rua seis;15925
15926;15926A;TestePrim15926;TesteSeg15926;29141039;ES;Caricacica;Rua seis;15926
15927;15927A;TestePrim15927;TesteSeg15927;29141039;ES;Caricacica;Rua seis;15927
15928;15928A;TestePrim15928;TesteSeg15928;29141039;ES;Caricacica;Rua seis;15928
15929;15929A;TestePrim15929;TesteSeg15929;29141039;ES;Caricacica;Rua seis;15929
15930;15930A;TestePrim15930;TesteSeg15930;29141039;ES;Caricacica;Rua seis;15930
15931;15931A;TestePrim15931;TesteSeg15931;29141039;ES;Caricacica;Rua seis;15931
15932;15932A;TestePrim15932;TesteSeg15932;29141039;ES;Caricacica;Rua seis;15932
15933;15933A;TestePrim15933;TesteSeg15933;29141039;ES;Caricacica;Rua seis;15933
15934;15934A;TestePrim15934;TesteSeg15934;29141039;ES;Caricacica;Rua seis;15934
15935;15935A;TestePrim15935;TesteSeg15935;29141039;ES;Caricacica;Rua seis;15935
15936;15936A;TestePrim15936;TesteSeg15936;29141039;ES;Caricacica;Rua seis;15936
15937;15937A;TestePrim15937;TesteSeg15937;29141039;ES;Caricacica;Rua seis;15937
15938;15938A;TestePrim15938;TesteSeg15938;29141039;ES;Caricacica;Rua seis;15938
15939;15939A;TestePrim15939;TesteSeg15939;29141039;ES;Caricacica;Rua seis;15939
15940;15940A;TestePrim15940;TesteSeg15940;29141039;ES;Caricacica;Rua seis;15940
15941;15941A;TestePrim15941;TesteSeg15941;29141039;ES;Caricacica;Rua seis;15941
15942;15942A;TestePrim15942;TesteSeg15942;29141039;ES;Caricacica;Rua seis;15942
15943;15943A;TestePrim15943;TesteSeg15943;29141039;ES;Caricacica;Rua seis;15943
15944;15944A;TestePrim15944;TesteSeg15944;29141039;ES;Caricacica;Rua seis;15944
15945;15945A;TestePrim15945;TesteSeg15945;29141039;ES;Caricacica;Rua seis;15945
15946;15946A;TestePrim15946;TesteSeg15946;29141039;ES;Caricacica;Rua seis;15946
15947;15947A;TestePrim15947;TesteSeg15947;29141039;ES;Caricacica;Rua seis;15947
15948;15948A;TestePrim15948;TesteSeg15948;29141039;ES;Caricacica;Rua seis;15948
15949;15949A;TestePrim15949;TesteSeg15949;29141039;ES;Caricacica;Rua seis;15949
15950;15950A;TestePrim15950;TesteSeg15950;29141039;ES;Caricacica;Rua seis;15950
15951;15951A;TestePrim15951;TesteSeg15951;29141039;ES;Caricacica;Rua seis;15951
15952;15952A;TestePrim15952;TesteSeg15952;29141039;ES;Caricacica;Rua seis;15952
15953;15953A;TestePrim15953;TesteSeg15953;29141039;ES;Caricacica;Rua seis;15953
15954;15954A;TestePrim15954;TesteSeg15954;29141039;ES;Caricacica;Rua seis;15954
15955;15955A;TestePrim15955;TesteSeg15955;29141039;ES;Caricacica;Rua seis;15955
15956;15956A;TestePrim15956;TesteSeg15956;29141039;ES;Caricacica;Rua seis;15956
15957;15957A;TestePrim15957;TesteSeg15957;29141039;ES;Caricacica;Rua seis;15957
15958;15958A;TestePrim15958;TesteSeg15958;29141039;ES;Caricacica;Rua seis;15958
15959;15959A;TestePrim15959;TesteSeg15959;29141039;ES;Caricacica;Rua seis;15959
15960;15960A;TestePrim15960;TesteSeg15960;29141039;ES;Caricacica;Rua seis;15960
15961;15961A;TestePrim15961;TesteSeg15961;29141039;ES;Caricacica;Rua seis;15961
15962;15962A;TestePrim15962;TesteSeg15962;29141039;ES;Caricacica;Rua seis;15962
15963;15963A;TestePrim15963;TesteSeg15963;29141039;ES;Caricacica;Rua seis;15963
15964;15964A;TestePrim15964;TesteSeg15964;29141039;ES;Caricacica;Rua seis;15964
15965;15965A;TestePrim15965;TesteSeg15965;29141039;ES;Caricacica;Rua seis;15965
15966;15966A;TestePrim15966;TesteSeg15966;29141039;ES;Caricacica;Rua seis;15966
15967;15967A;TestePrim15967;TesteSeg15967;29141039;ES;Caricacica;Rua seis;15967
15968;15968A;TestePrim15968;TesteSeg15968;29141039;ES;Caricacica;Rua seis;15968
15969;15969A;TestePrim15969;TesteSeg15969;29141039;ES;Caricacica;Rua seis;15969
15970;15970A;TestePrim15970;TesteSeg15970;29141039;ES;Caricacica;Rua seis;15970
15971;15971A;TestePrim15971;TesteSeg15971;29141039;ES;Caricacica;Rua seis;15971
15972;15972A;TestePrim15972;TesteSeg15972;29141039;ES;Caricacica;Rua seis;15972
15973;15973A;TestePrim15973;TesteSeg15973;29141039;ES;Caricacica;Rua seis;15973
15974;15974A;TestePrim15974;TesteSeg15974;29141039;ES;Caricacica;Rua seis;15974
15975;15975A;TestePrim15975;TesteSeg15975;29141039;ES;Caricacica;Rua seis;15975
15976;15976A;TestePrim15976;TesteSeg15976;29141039;ES;Caricacica;Rua seis;15976
15977;15977A;TestePrim15977;TesteSeg15977;29141039;ES;Caricacica;Rua seis;15977
15978;15978A;TestePrim15978;TesteSeg15978;29141039;ES;Caricacica;Rua seis;15978
15979;15979A;TestePrim15979;TesteSeg15979;29141039;ES;Caricacica;Rua seis;15979
15980;15980A;TestePrim15980;TesteSeg15980;29141039;ES;Caricacica;Rua seis;15980
15981;15981A;TestePrim15981;TesteSeg15981;29141039;ES;Caricacica;Rua seis;15981
15982;15982A;TestePrim15982;TesteSeg15982;29141039;ES;Caricacica;Rua seis;15982
15983;15983A;TestePrim15983;TesteSeg15983;29141039;ES;Caricacica;Rua seis;15983
15984;15984A;TestePrim15984;TesteSeg15984;29141039;ES;Caricacica;Rua seis;15984
15985;15985A;TestePrim15985;TesteSeg15985;29141039;ES;Caricacica;Rua seis;15985
15986;15986A;TestePrim15986;TesteSeg15986;29141039;ES;Caricacica;Rua seis;15986
15987;15987A;TestePrim15987;TesteSeg15987;29141039;ES;Caricacica;Rua seis;15987
15988;15988A;TestePrim15988;TesteSeg15988;29141039;ES;Caricacica;Rua seis;15988
15989;15989A;TestePrim15989;TesteSeg15989;29141039;ES;Caricacica;Rua seis;15989
15990;15990A;TestePrim15990;TesteSeg15990;29141039;ES;Caricacica;Rua seis;15990
15991;15991A;TestePrim15991;TesteSeg15991;29141039;ES;Caricacica;Rua seis;15991
15992;15992A;TestePrim15992;TesteSeg15992;29141039;ES;Caricacica;Rua seis;15992
15993;15993A;TestePrim15993;TesteSeg15993;29141039;ES;Caricacica;Rua seis;15993
15994;15994A;TestePrim15994;TesteSeg15994;29141039;ES;Caricacica;Rua seis;15994
15995;15995A;TestePrim15995;TesteSeg15995;29141039;ES;Caricacica;Rua seis;15995
15996;15996A;TestePrim15996;TesteSeg15996;29141039;ES;Caricacica;Rua seis;15996
15997;15997A;TestePrim15997;TesteSeg15997;29141039;ES;Caricacica;Rua seis;15997
15998;15998A;TestePrim15998;TesteSeg15998;29141039;ES;Caricacica;Rua seis;15998
15999;15999A;TestePrim15999;TesteSeg15999;29141039;ES;Caricacica;Rua seis;15999
16000;16000A;TestePrim16000;TesteSeg16000;29141039;ES;Caricacica;Rua seis;16000
16001;16001A;TestePrim16001;TesteSeg16001;29141039;ES;Caricacica;Rua seis;16001
16002;16002A;TestePrim16002;TesteSeg16002;29141039;ES;Caricacica;Rua seis;16002
16003;16003A;TestePrim16003;TesteSeg16003;29141039;ES;Caricacica;Rua seis;16003
16004;16004A;TestePrim16004;TesteSeg16004;29141039;ES;Caricacica;Rua seis;16004
16005;16005A;TestePrim16005;TesteSeg16005;29141039;ES;Caricacica;Rua seis;16005
16006;16006A;TestePrim16006;TesteSeg16006;29141039;ES;Caricacica;Rua seis;16006
16007;16007A;TestePrim16007;TesteSeg16007;29141039;ES;Caricacica;Rua seis;16007
16008;16008A;TestePrim16008;TesteSeg16008;29141039;ES;Caricacica;Rua seis;16008
16009;16009A;TestePrim16009;TesteSeg16009;29141039;ES;Caricacica;Rua seis;16009
16010;16010A;TestePrim16010;TesteSeg16010;29141039;ES;Caricacica;Rua seis;16010
16011;16011A;TestePrim16011;TesteSeg16011;29141039;ES;Caricacica;Rua seis;16011
16012;16012A;TestePrim16012;TesteSeg16012;29141039;ES;Caricacica;Rua seis;16012
16013;16013A;TestePrim16013;TesteSeg16013;29141039;ES;Caricacica;Rua seis;16013
16014;16014A;TestePrim16014;TesteSeg16014;29141039;ES;Caricacica;Rua seis;16014
16015;16015A;TestePrim16015;TesteSeg16015;29141039;ES;Caricacica;Rua seis;16015
16016;16016A;TestePrim16016;TesteSeg16016;29141039;ES;Caricacica;Rua seis;16016
16017;16017A;TestePrim16017;TesteSeg16017;29141039;ES;Caricacica;Rua seis;16017
16018;16018A;TestePrim16018;TesteSeg16018;29141039;ES;Caricacica;Rua seis;16018
16019;16019A;TestePrim16019;TesteSeg16019;29141039;ES;Caricacica;Rua seis;16019
16020;16020A;TestePrim16020;TesteSeg16020;29141039;ES;Caricacica;Rua seis;16020
16021;16021A;TestePrim16021;TesteSeg16021;29141039;ES;Caricacica;Rua seis;16021
16022;16022A;TestePrim16022;TesteSeg16022;29141039;ES;Caricacica;Rua seis;16022
16023;16023A;TestePrim16023;TesteSeg16023;29141039;ES;Caricacica;Rua seis;16023
16024;16024A;TestePrim16024;TesteSeg16024;29141039;ES;Caricacica;Rua seis;16024
16025;16025A;TestePrim16025;TesteSeg16025;29141039;ES;Caricacica;Rua seis;16025
16026;16026A;TestePrim16026;TesteSeg16026;29141039;ES;Caricacica;Rua seis;16026
16027;16027A;TestePrim16027;TesteSeg16027;29141039;ES;Caricacica;Rua seis;16027
16028;16028A;TestePrim16028;TesteSeg16028;29141039;ES;Caricacica;Rua seis;16028
16029;16029A;TestePrim16029;TesteSeg16029;29141039;ES;Caricacica;Rua seis;16029
16030;16030A;TestePrim16030;TesteSeg16030;29141039;ES;Caricacica;Rua seis;16030
16031;16031A;TestePrim16031;TesteSeg16031;29141039;ES;Caricacica;Rua seis;16031
16032;16032A;TestePrim16032;TesteSeg16032;29141039;ES;Caricacica;Rua seis;16032
16033;16033A;TestePrim16033;TesteSeg16033;29141039;ES;Caricacica;Rua seis;16033
16034;16034A;TestePrim16034;TesteSeg16034;29141039;ES;Caricacica;Rua seis;16034
16035;16035A;TestePrim16035;TesteSeg16035;29141039;ES;Caricacica;Rua seis;16035
16036;16036A;TestePrim16036;TesteSeg16036;29141039;ES;Caricacica;Rua seis;16036
16037;16037A;TestePrim16037;TesteSeg16037;29141039;ES;Caricacica;Rua seis;16037
16038;16038A;TestePrim16038;TesteSeg16038;29141039;ES;Caricacica;Rua seis;16038
16039;16039A;TestePrim16039;TesteSeg16039;29141039;ES;Caricacica;Rua seis;16039
16040;16040A;TestePrim16040;TesteSeg16040;29141039;ES;Caricacica;Rua seis;16040
16041;16041A;TestePrim16041;TesteSeg16041;29141039;ES;Caricacica;Rua seis;16041
16042;16042A;TestePrim16042;TesteSeg16042;29141039;ES;Caricacica;Rua seis;16042
16043;16043A;TestePrim16043;TesteSeg16043;29141039;ES;Caricacica;Rua seis;16043
16044;16044A;TestePrim16044;TesteSeg16044;29141039;ES;Caricacica;Rua seis;16044
16045;16045A;TestePrim16045;TesteSeg16045;29141039;ES;Caricacica;Rua seis;16045
16046;16046A;TestePrim16046;TesteSeg16046;29141039;ES;Caricacica;Rua seis;16046
16047;16047A;TestePrim16047;TesteSeg16047;29141039;ES;Caricacica;Rua seis;16047
16048;16048A;TestePrim16048;TesteSeg16048;29141039;ES;Caricacica;Rua seis;16048
16049;16049A;TestePrim16049;TesteSeg16049;29141039;ES;Caricacica;Rua seis;16049
16050;16050A;TestePrim16050;TesteSeg16050;29141039;ES;Caricacica;Rua seis;16050
16051;16051A;TestePrim16051;TesteSeg16051;29141039;ES;Caricacica;Rua seis;16051
16052;16052A;TestePrim16052;TesteSeg16052;29141039;ES;Caricacica;Rua seis;16052
16053;16053A;TestePrim16053;TesteSeg16053;29141039;ES;Caricacica;Rua seis;16053
16054;16054A;TestePrim16054;TesteSeg16054;29141039;ES;Caricacica;Rua seis;16054
16055;16055A;TestePrim16055;TesteSeg16055;29141039;ES;Caricacica;Rua seis;16055
16056;16056A;TestePrim16056;TesteSeg16056;29141039;ES;Caricacica;Rua seis;16056
16057;16057A;TestePrim16057;TesteSeg16057;29141039;ES;Caricacica;Rua seis;16057
16058;16058A;TestePrim16058;TesteSeg16058;29141039;ES;Caricacica;Rua seis;16058
16059;16059A;TestePrim16059;TesteSeg16059;29141039;ES;Caricacica;Rua seis;16059
16060;16060A;TestePrim16060;TesteSeg16060;29141039;ES;Caricacica;Rua seis;16060
16061;16061A;TestePrim16061;TesteSeg16061;29141039;ES;Caricacica;Rua seis;16061
16062;16062A;TestePrim16062;TesteSeg16062;29141039;ES;Caricacica;Rua seis;16062
16063;16063A;TestePrim16063;TesteSeg16063;29141039;ES;Caricacica;Rua seis;16063
16064;16064A;TestePrim16064;TesteSeg16064;29141039;ES;Caricacica;Rua seis;16064
16065;16065A;TestePrim16065;TesteSeg16065;29141039;ES;Caricacica;Rua seis;16065
16066;16066A;TestePrim16066;TesteSeg16066;29141039;ES;Caricacica;Rua seis;16066
16067;16067A;TestePrim16067;TesteSeg16067;29141039;ES;Caricacica;Rua seis;16067
16068;16068A;TestePrim16068;TesteSeg16068;29141039;ES;Caricacica;Rua seis;16068
16069;16069A;TestePrim16069;TesteSeg16069;29141039;ES;Caricacica;Rua seis;16069
16070;16070A;TestePrim16070;TesteSeg16070;29141039;ES;Caricacica;Rua seis;16070
16071;16071A;TestePrim16071;TesteSeg16071;29141039;ES;Caricacica;Rua seis;16071
16072;16072A;TestePrim16072;TesteSeg16072;29141039;ES;Caricacica;Rua seis;16072
16073;16073A;TestePrim16073;TesteSeg16073;29141039;ES;Caricacica;Rua seis;16073
16074;16074A;TestePrim16074;TesteSeg16074;29141039;ES;Caricacica;Rua seis;16074
16075;16075A;TestePrim16075;TesteSeg16075;29141039;ES;Caricacica;Rua seis;16075
16076;16076A;TestePrim16076;TesteSeg16076;29141039;ES;Caricacica;Rua seis;16076
16077;16077A;TestePrim16077;TesteSeg16077;29141039;ES;Caricacica;Rua seis;16077
16078;16078A;TestePrim16078;TesteSeg16078;29141039;ES;Caricacica;Rua seis;16078
16079;16079A;TestePrim16079;TesteSeg16079;29141039;ES;Caricacica;Rua seis;16079
16080;16080A;TestePrim16080;TesteSeg16080;29141039;ES;Caricacica;Rua seis;16080
16081;16081A;TestePrim16081;TesteSeg16081;29141039;ES;Caricacica;Rua seis;16081
16082;16082A;TestePrim16082;TesteSeg16082;29141039;ES;Caricacica;Rua seis;16082
16083;16083A;TestePrim16083;TesteSeg16083;29141039;ES;Caricacica;Rua seis;16083
16084;16084A;TestePrim16084;TesteSeg16084;29141039;ES;Caricacica;Rua seis;16084
16085;16085A;TestePrim16085;TesteSeg16085;29141039;ES;Caricacica;Rua seis;16085
16086;16086A;TestePrim16086;TesteSeg16086;29141039;ES;Caricacica;Rua seis;16086
16087;16087A;TestePrim16087;TesteSeg16087;29141039;ES;Caricacica;Rua seis;16087
16088;16088A;TestePrim16088;TesteSeg16088;29141039;ES;Caricacica;Rua seis;16088
16089;16089A;TestePrim16089;TesteSeg16089;29141039;ES;Caricacica;Rua seis;16089
16090;16090A;TestePrim16090;TesteSeg16090;29141039;ES;Caricacica;Rua seis;16090
